12/07/2022 09:46:43,PG STATE,Online
12/07/2022 09:46:43,IMPALA STATE,Online
12/07/2022 09:46:43,SOLR STATE,Online
12/07/2022 09:46:43,REDIS STATE,Online
12/07/2022 09:47:43,PG STATE,Online
12/07/2022 09:47:43,IMPALA STATE,Online
12/07/2022 09:47:43,SOLR STATE,Online
12/07/2022 09:47:43,REDIS STATE,Online
12/07/2022 10:26:11,PG STATE,Online
12/07/2022 10:26:11,IMPALA STATE,Offline
12/07/2022 10:26:11,SOLR STATE,Online
12/07/2022 10:26:11,REDIS STATE,Online
